Price,Distance
465000.0,6.4
1480000.0,6.4
2000000.0,6.4
1540000.0,6.4
590000.0,6.4
820000.0,6.4
1830000.0,6.4
2100000.0,6.4
865000.0,6.4
390000.0,6.4
650000.0,6.4
512000.0,6.4
1361000.0,6.4
1310000.0,6.4
570000.0,6.4
1165000.0,6.4
530000.0,6.4
1900000.0,6.4
1485000.0,6.4
1950000.0,6.4
520000.0,13.8
1525000.0,13.8
720000.0,13.8
1120000.0,13.8
780000.0,13.8
1780000.0,13.8
630000.0,13.8
406000.0,13.8
660000.0,13.8
683500.0,13.8
540000.0,13.8
580000.0,13.8
1335000.0,13.8
800000.0,13.8
510000.0,13.8
1070000.0,13.8
425000.0,13.8
605000.0,13.8
705000.0,13.8
391000.0,13.8
440000.0,13.8
845000.0,13.8
766000.0,13.8
743000.0,13.8
650000.0,13.8
730000.0,13.8
916500.0,13.8
635000.0,13.8
620000.0,13.8
447000.0,13.8
730000.0,13.8
678000.0,13.8
580000.0,13.8
712000.0,13.8
840000.0,13.8
980000.0,13.8
1000000.0,13.8
605100.0,13.8
880000.0,13.8
577000.0,13.8
1030000.0,13.8
605000.0,13.8
685000.0,13.8
753000.0,13.8
857000.0,13.8
1500000.0,13.8
730000.0,13.8
900000.0,13.8
740000.0,13.8
931000.0,13.8
535600.0,13.8
1085000.0,11.1
781000.0,11.1
857500.0,11.1
960000.0,11.1
750000.0,11.1
421000.0,11.1
1405000.0,11.1
683000.0,11.1
623000.0,11.1
720000.0,11.1
780000.0,11.1
720000.0,11.1
705000.0,11.1
588000.0,11.1
720000.0,11.1
710000.0,11.1
550000.0,11.1
640000.0,11.1
537500.0,11.1
875000.0,11.1
800000.0,11.1
713500.0,11.1
700000.0,11.1
551000.0,11.1
685000.0,11.1
640000.0,11.1
650000.0,11.1
925000.0,11.1
670000.0,11.1
680000.0,11.1
765000.0,11.1
675000.0,11.1
708000.0,11.1
656000.0,11.1
883000.0,11.1
965000.0,11.1
870000.0,11.1
681000.0,11.1
522500.0,11.1
972000.0,11.1
590000.0,11.1
450000.0,11.1
765000.0,11.1
750000.0,11.1
680000.0,11.1
510000.0,11.1
770000.0,11.1
923000.0,11.1
693000.0,11.1
620000.0,11.1
800000.0,11.1
728500.0,11.1
931000.0,11.1
988000.0,11.1
590000.0,11.1
590000.0,11.1
610000.0,11.1
815000.0,11.1
970000.0,11.1
840000.0,11.1
840000.0,11.1
760000.0,11.1
852500.0,11.1
847500.0,11.1
1200000.0,11.1
630000.0,11.1
700000.0,11.1
625000.0,11.1
292000.0,11.1
640000.0,11.1
800000.0,11.1
599000.0,6.3
550000.0,6.3
995000.0,6.3
1205000.0,6.3
2675000.0,6.3
1939000.0,6.3
421500.0,6.3
585000.0,6.3
2050000.0,6.3
1870000.0,6.3
678000.0,6.3
1918000.0,6.3
660000.0,6.3
2050000.0,6.3
700000.0,6.3
3625000.0,6.3
3000000.0,6.3
1930000.0,6.3
1525000.0,6.3
735000.0,6.3
825000.0,6.3
1586000.0,6.3
645000.0,6.3
1435000.0,6.3
280000.0,6.3
400000.0,6.3
1780000.0,6.3
592500.0,6.3
1210000.0,6.3
2801000.0,6.3
390000.0,6.3
1800000.0,6.3
2200000.0,6.3
324000.0,6.3
5525000.0,6.3
1125000.0,6.3
2250000.0,6.3
2360000.0,6.3
1900000.0,6.3
440000.0,6.3
490000.0,6.3
2365000.0,6.3
1300000.0,6.3
732000.0,6.3
704000.0,6.3
620000.0,6.3
1900000.0,6.3
315000.0,6.3
1992000.0,6.3
450000.0,6.3
710000.0,6.3
872000.0,6.3
598000.0,6.3
1285000.0,6.3
3660000.0,6.3
520000.0,6.3
2760000.0,6.3
690000.0,6.3
3625000.0,6.3
4200000.0,6.3
1101000.0,6.3
3512500.0,6.3
2000000.0,6.3
869000.0,6.3
577000.0,6.3
2865000.0,6.3
2810000.0,6.3
565000.0,6.3
567000.0,6.3
546000.0,6.3
471500.0,6.3
455000.0,5.9
940000.0,5.9
467000.0,5.9
895000.0,5.9
1380000.0,5.9
490000.0,5.9
1850000.0,5.9
1284000.0,5.9
971000.0,5.9
710000.0,5.9
2425000.0,5.9
750000.0,5.9
840000.0,5.9
1053000.0,5.9
1377000.0,5.9
970000.0,5.9
940000.0,5.9
751000.0,5.9
950000.0,5.9
685000.0,5.9
1230000.0,5.9
636500.0,5.9
910000.0,5.9
872500.0,5.9
770000.0,5.9
490000.0,5.9
960000.0,5.9
890000.0,5.9
965000.0,5.9
1200000.0,5.9
1440000.0,5.9
955000.0,5.9
450000.0,5.9
801000.0,5.9
770000.0,5.9
1000000.0,5.9
1435000.0,5.9
390000.0,5.9
1425000.0,5.9
925000.0,5.9
1340000.0,5.9
955000.0,5.9
1075000.0,5.9
1100000.0,5.9
1255000.0,5.9
1483000.0,5.9
432000.0,5.9
1640000.0,5.9
1430000.0,5.9
610000.0,5.9
940000.0,5.9
890000.0,5.9
1505000.0,5.9
1180000.0,5.9
1480000.0,5.9
1150000.0,5.9
1350000.0,5.9
1905000.0,5.9
865000.0,5.9
705000.0,5.9
442000.0,5.9
540000.0,5.9
1037500.0,5.9
1050000.0,5.9
440000.0,5.9
1010000.0,5.9
1430000.0,5.9
570000.0,5.9
690000.0,5.9
1070000.0,5.9
1291000.0,5.9
1130000.0,5.9
1135000.0,5.9
950000.0,5.9
790000.0,5.9
390000.0,5.9
1345000.0,5.9
296000.0,5.9
1381500.0,5.9
940000.0,5.9
995000.0,5.9
1050000.0,5.9
786000.0,5.9
705000.0,5.9
660000.0,5.9
760000.0,5.9
487500.0,5.9
1125000.0,5.9
1000000.0,5.9
1110000.0,5.9
1300000.0,5.9
1060000.0,5.9
1410000.0,5.9
1305000.0,5.9
932500.0,5.9
965000.0,5.9
1215000.0,5.9
545000.0,5.9
1800000.0,5.9
840000.0,5.9
1705000.0,5.9
970000.0,5.9
925000.0,5.9
2650000.0,11.0
1820000.0,11.0
1670000.0,11.0
955000.0,11.0
2050000.0,11.0
500000.0,11.0
1575000.0,11.0
1991000.0,11.0
1425000.0,11.0
1555000.0,11.0
1417000.0,11.0
1850000.0,11.0
780000.0,11.0
1942000.0,11.0
1100000.0,11.0
1337000.0,11.0
2950000.0,11.0
2215000.0,11.0
1880000.0,11.0
1518000.0,11.0
1710000.0,11.0
1655000.0,11.0
1340000.0,11.0
1445000.0,11.0
1500000.0,11.0
1550000.0,11.0
1356000.0,11.0
1662000.0,11.0
1665000.0,11.0
1445000.0,11.0
1600000.0,11.0
980000.0,11.0
1300000.0,11.0
3510000.0,11.0
1730000.0,11.0
968000.0,11.0
900000.0,11.0
1570000.0,11.0
1500000.0,11.0
1360000.0,11.0
2752000.0,11.0
1600000.0,11.0
1500000.0,11.0
1430000.0,11.0
1601000.0,11.0
1650000.0,11.0
1800000.0,11.0
1610000.0,11.0
1830000.0,11.0
1415000.0,11.0
1440000.0,11.0
1250000.0,11.0
1422000.0,11.0
1600000.0,11.0
1860000.0,11.0
1710000.0,11.0
1790000.0,11.0
1950000.0,11.0
1600000.0,11.0
1320000.0,11.0
1650000.0,11.0
1280000.0,11.0
995000.0,12.2
1250000.0,12.2
1045000.0,12.2
1200000.0,12.2
1075000.0,12.2
1500000.0,12.2
1120000.0,12.2
700000.0,12.2
761000.0,12.2
1270000.0,12.2
1510000.0,12.2
1365000.0,12.2
1100000.0,12.2
675000.0,12.2
1232800.0,12.2
1170000.0,12.2
1415000.0,12.2
690000.0,12.2
1631000.0,12.2
1500000.0,12.2
690000.0,12.2
1060000.0,12.2
875000.0,12.2
1529500.0,12.2
1250000.0,12.2
1200000.0,12.2
600000.0,12.2
980000.0,12.2
535000.0,12.2
1230000.0,12.2
785000.0,12.2
1240000.0,12.2
700000.0,12.2
880000.0,12.2
675000.0,12.2
1350000.0,12.2
1110000.0,12.2
1305000.0,12.2
855000.0,12.2
900000.0,12.2
1400000.0,12.2
964000.0,12.2
900500.0,12.2
1200000.0,12.2
830000.0,12.2
1310000.0,10.5
850000.0,10.5
750000.0,10.5
851000.0,10.5
848000.0,10.5
806000.0,10.5
1155000.0,10.5
670000.0,10.5
1200000.0,10.5
636000.0,10.5
655000.0,10.5
680000.0,10.5
1160000.0,10.5
560000.0,10.5
750000.0,10.5
627500.0,10.5
880000.0,10.5
825000.0,10.5
1372000.0,10.5
950000.0,10.5
1200000.0,10.5
1600000.0,10.5
825000.0,10.5
585000.0,10.5
1631000.0,10.5
650000.0,10.5
725000.0,10.5
665000.0,10.5
560500.0,10.5
615000.0,10.5
845000.0,10.5
585000.0,10.5
440000.0,10.5
850000.0,10.5
775000.0,10.5
850000.0,10.5
705000.0,10.5
1100000.0,10.5
710000.0,10.5
892500.0,10.5
730000.0,10.5
790000.0,10.5
695000.0,10.5
855000.0,10.5
522500.0,10.5
990000.0,10.5
680000.0,10.5
500000.0,10.5
550000.0,10.5
730000.0,10.5
875000.0,10.5
850000.0,10.5
635000.0,10.5
762000.0,10.5
1215000.0,10.5
610000.0,10.5
815000.0,10.5
820000.0,10.5
411000.0,10.5
790000.0,10.5
605000.0,10.5
805000.0,10.5
890000.0,10.5
795000.0,10.5
634000.0,10.5
642000.0,10.5
730000.0,10.5
863000.0,10.5
740000.0,10.5
1819000.0,6.6
410000.0,6.6
280000.0,6.6
1015000.0,6.6
438000.0,6.6
502500.0,6.6
520000.0,6.6
442000.0,6.6
1193000.0,6.6
416000.0,6.6
820000.0,6.6
474000.0,6.6
981000.0,6.6
1690000.0,6.6
540000.0,6.6
1080000.0,6.6
500000.0,6.6
497500.0,6.6
2100000.0,9.7
1800000.0,9.7
1255000.0,9.7
1070000.0,9.7
2200000.0,9.7
2290000.0,9.7
2570000.0,9.7
2400000.0,9.7
2200000.0,9.7
3250000.0,9.7
806000.0,9.7
4000000.0,9.7
1215000.0,9.7
2250000.0,9.7
450000.0,9.7
1400000.0,9.7
812000.0,9.7
4260000.0,9.7
1140000.0,9.7
2330000.0,9.7
2800000.0,9.7
605000.0,9.7
1255000.0,9.7
1850000.0,9.7
805000.0,9.7
2000000.0,9.7
700000.0,9.7
2130000.0,9.7
500000.0,9.7
2125000.0,9.7
4350000.0,9.7
648000.0,9.7
1800000.0,9.7
1020000.0,9.7
635000.0,9.7
2350000.0,9.7
1500000.0,9.7
1900000.0,9.7
526000.0,9.7
390000.0,9.7
2950000.0,9.7
905000.0,9.7
1750000.0,9.7
760000.0,9.7
550000.0,9.7
3180000.0,9.7
1367000.0,9.7
788000.0,9.7
3600000.0,9.7
2550000.0,9.7
1050000.0,9.7
3350000.0,9.7
1400000.0,9.7
662500.0,9.7
3270000.0,9.7
1280000.0,9.7
625000.0,9.7
700000.0,9.7
1920000.0,9.7
1860000.0,9.7
2730000.0,9.7
2410000.0,9.7
2530000.0,9.7
2020000.0,9.7
460000.0,9.7
2250000.0,9.7
1053000.0,9.7
1800000.0,9.7
1472000.0,9.7
2120000.0,9.7
1800000.0,9.7
1910000.0,9.7
754000.0,9.7
1605000.0,9.7
3000000.0,9.7
3400000.0,9.7
1490000.0,9.7
905000.0,9.7
2188000.0,9.7
755000.0,9.7
2900000.0,9.7
1947000.0,9.7
3290000.0,9.7
2665000.0,9.7
1801000.0,9.7
1100000.0,9.7
2410000.0,9.7
650000.0,9.7
1820000.0,9.7
2275000.0,9.7
2810000.0,9.7
1385000.0,9.7
4600000.0,9.7
2000000.0,9.7
1900000.0,9.7
3401000.0,9.7
1750000.0,9.7
4000000.0,9.7
2250000.0,9.7
1810000.0,9.7
1100000.0,9.7
3020000.0,9.7
2950000.0,9.7
2450000.0,9.7
1912000.0,9.7
730000.0,9.7
1530000.0,9.7
3900000.0,9.7
1500000.0,9.7
1850000.0,9.7
1700000.0,9.7
1010000.0,9.7
1315000.0,9.2
1500000.0,9.2
3230000.0,9.2
1080000.0,9.2
1450000.0,9.2
1305000.0,9.2
1350000.0,9.2
1905000.0,9.2
3300000.0,9.2
1900000.0,9.2
2251000.0,9.2
2160000.0,9.2
2205000.0,9.2
1265000.0,9.2
2000000.0,9.2
1750000.0,9.2
1450000.0,9.2
2614000.0,9.2
1825000.0,9.2
2550000.0,9.2
1570000.0,9.2
3250000.0,9.2
1750000.0,9.2
1150000.0,9.2
1575000.0,9.2
1505000.0,9.2
920000.0,9.2
1572000.0,9.2
1500000.0,9.2
1400000.0,9.2
1750000.0,9.2
1850000.0,9.2
1480000.0,9.2
1400000.0,9.2
2130000.0,9.2
1050000.0,9.2
3690000.0,9.2
709000.0,9.2
1740000.0,9.2
2575000.0,9.2
1388800.0,9.2
1702000.0,9.2
1800000.0,9.2
3300000.0,9.2
2910000.0,9.2
1400000.0,9.2
860000.0,9.2
1670000.0,9.2
1500000.0,9.2
2200000.0,9.2
1150000.0,9.2
1350000.0,9.2
2070000.0,9.2
1300000.0,9.2
2190000.0,9.2
1700000.0,9.2
1750000.0,9.2
980000.0,9.2
1230000.0,9.2
2600000.0,9.2
1950000.0,9.2
1750000.0,9.2
1636000.0,9.2
2000000.0,9.2
1480000.0,9.2
3000000.0,9.2
1818000.0,9.2
2170000.0,9.2
1310000.0,9.2
2525000.0,9.2
3360000.0,9.2
1845000.0,9.2
1620000.0,9.2
1420000.0,9.2
1903000.0,9.2
1900000.0,9.2
1712000.0,9.2
1720000.0,9.2
1670000.0,9.2
1350000.0,9.2
2086000.0,9.2
1675000.0,9.2
1680000.0,9.2
1800000.0,9.2
1540000.0,9.2
1550000.0,9.2
4000000.0,9.2
1860000.0,9.2
2900000.0,9.2
2205000.0,9.2
1137000.0,9.2
2100000.0,9.2
1389000.0,9.2
685000.0,9.2
1900000.0,9.2
1335000.0,9.2
1600000.0,9.2
1830000.0,9.2
1900000.0,9.2
1650000.0,9.2
1500000.0,9.2
735000.0,9.2
1040000.0,9.2
1520000.0,9.2
1250000.0,9.2
1900000.0,9.2
2006000.0,9.2
1875000.0,9.2
1530000.0,9.2
1425000.0,9.2
940000.0,9.2
1700000.0,9.2
1300000.0,9.2
1760000.0,9.2
2300000.0,9.2
1300000.0,9.2
1238000.0,9.2
1320000.0,9.2
560000.0,9.2
1651000.0,9.2
1920000.0,9.2
1560000.0,9.2
1550000.0,9.2
1330000.0,9.2
1038000.0,9.2
1660000.0,9.2
1260000.0,9.2
2000000.0,9.2
2155000.0,9.2
1225000.0,9.2
2150000.0,9.2
1770000.0,9.2
2040000.0,9.2
691500.0,9.2
1836000.0,9.2
636000.0,13.0
1275000.0,13.0
875000.0,13.0
1230000.0,13.0
895000.0,13.0
1020000.0,13.0
1550000.0,13.0
1420000.0,13.0
1425000.0,13.0
851000.0,13.0
1222500.0,13.0
2470000.0,13.0
710000.0,13.0
1260000.0,13.0
896000.0,13.0
2700000.0,13.0
900000.0,13.0
1100000.0,13.0
1005000.0,13.0
1317500.0,13.0
360000.0,13.0
1435000.0,13.0
1110000.0,13.0
2435000.0,13.0
2000000.0,13.0
1375000.0,13.0
1500000.0,13.0
1300000.0,13.0
855000.0,13.0
1125000.0,13.0
1475000.0,13.0
1135000.0,13.0
867000.0,13.0
1328000.0,13.0
1340000.0,13.0
1155000.0,13.0
1130000.0,13.0
1275000.0,13.0
770000.0,13.0
855000.0,13.0
1100000.0,13.0
650000.0,13.0
1815000.0,13.0
2255000.0,13.0
1470000.0,13.0
420000.0,13.0
855000.0,13.0
770000.0,13.0
615000.0,13.0
1450000.0,13.0
1200000.0,13.0
1860000.0,13.0
725000.0,13.0
1360000.0,13.0
1293000.0,13.0
1250000.0,13.0
1390000.0,13.0
1400000.0,13.0
1328000.0,13.0
1247000.0,13.0
1311000.0,13.0
1100000.0,13.0
1327500.0,13.0
1435000.0,13.0
1960000.0,13.0
1560000.0,13.0
1370000.0,13.0
1100000.0,13.0
850000.0,13.0
1385000.0,13.0
1275000.0,13.0
1095000.0,13.0
797500.0,13.0
725000.0,13.0
1380000.0,13.0
825000.0,13.0
1235000.0,13.0
820000.0,13.0
1600000.0,13.0
1165000.0,13.0
1355000.0,13.0
1910000.0,13.0
1250000.0,13.0
1448000.0,13.0
1400000.0,13.0
520000.0,13.0
820000.0,13.0
740000.0,13.0
895000.0,13.0
1041000.0,13.0
1430000.0,13.0
910000.0,13.0
2520000.0,13.0
1860000.0,13.0
1350000.0,13.0
635000.0,13.0
1280000.0,13.0
1900000.0,13.0
1230000.0,13.0
1150000.0,13.0
1200000.0,13.0
900000.0,13.0
1533000.0,13.0
1545000.0,13.0
1650000.0,13.0
670000.0,13.0
1486000.0,13.0
1275000.0,13.0
738000.0,13.0
680000.0,13.0
1500000.0,13.0
2900000.0,13.0
1320000.0,13.0
1380000.0,13.0
1900000.0,13.0
1535000.0,13.0
1450000.0,13.0
1281000.0,13.0
1096000.0,13.0
1385000.0,13.0
517500.0,13.0
1245000.0,13.0
1330000.0,13.0
503000.0,13.0
2620000.0,13.0
760000.0,13.0
405000.0,13.0
1410000.0,13.9
990000.0,13.9
1057000.0,13.9
760000.0,13.9
825000.0,13.9
746000.0,13.9
1250000.0,13.9
580000.0,13.9
913788.0,13.9
1275000.0,13.9
1200000.0,13.9
515000.0,13.9
1206000.0,13.9
950000.0,13.9
775000.0,13.9
1115000.0,13.9
1190000.0,13.9
1270000.0,13.9
1025000.0,13.9
737500.0,13.9
740000.0,13.9
1960000.0,13.9
1000000.0,13.9
742000.0,13.9
495000.0,13.9
570000.0,13.9
1220000.0,13.9
885000.0,13.9
830000.0,13.9
1137500.0,13.9
1100000.0,13.9
1020000.0,13.9
1040000.0,13.9
1210000.0,13.9
1370000.0,13.9
1160000.0,13.9
1215000.0,13.9
1200000.0,13.9
1050000.0,13.9
950000.0,13.9
380000.0,13.9
689000.0,13.9
1400000.0,13.9
965000.0,13.9
1338000.0,13.9
1200000.0,13.9
800000.0,13.9
651000.0,13.9
920000.0,13.9
1390000.0,13.9
1300000.0,13.9
1280000.0,13.9
420000.0,13.9
495000.0,13.9
1357500.0,13.9
370000.0,13.9
1100000.0,13.9
1100000.0,13.9
1355000.0,13.9
1206000.0,13.9
486500.0,13.9
1010000.0,13.9
597000.0,13.9
1205000.0,13.9
899000.0,13.9
1375000.0,13.9
1415000.0,13.9
1185000.0,13.9
1060000.0,13.9
716000.0,13.9
1302500.0,13.9
1550000.0,13.9
1279000.0,13.9
840000.0,13.9
1110000.0,13.9
1150000.0,13.9
1106000.0,13.9
850000.0,13.9
1130000.0,13.9
1235000.0,13.9
1250000.0,13.9
845000.0,13.9
860000.0,13.9
1208000.0,13.9
950000.0,13.9
921000.0,13.9
1165000.0,13.9
1270000.0,13.9
1235000.0,13.9
742500.0,13.9
920000.0,13.9
1100000.0,13.9
1160000.0,13.9
1307000.0,13.9
1010000.0,13.9
702000.0,13.9
813000.0,13.9
805000.0,13.9
880000.0,13.9
1100000.0,13.9
1085000.0,13.9
1325000.0,13.9
920000.0,13.9
1050000.0,13.9
1560000.0,13.9
1000000.0,13.9
800000.0,13.9
722000.0,13.9
930000.0,13.9
780000.0,13.9
921000.0,13.9
1035000.0,13.9
720000.0,13.9
1108000.0,13.9
1185000.0,13.9
1352000.0,13.9
1005000.0,13.9
761000.0,13.9
1600000.0,13.9
765000.0,13.9
1200000.0,13.9
1260000.0,13.9
780000.0,13.9
1250000.0,13.9
750000.0,13.9
1300000.0,13.9
1475000.0,13.9
1110000.0,13.9
835000.0,13.9
1690000.0,13.9
791000.0,13.9
900000.0,13.9
1189000.0,13.9
825000.0,13.9
1030000.0,13.9
970000.0,13.9
930000.0,13.9
1510000.0,13.9
1240000.0,13.9
823000.0,13.9
1310000.0,13.9
1270000.0,13.9
1475000.0,13.9
950000.0,13.9
1045000.0,13.9
1131000.0,13.9
1000000.0,13.9
750000.0,13.9
800000.0,13.9
655000.0,13.9
1550000.0,13.9
835000.0,13.9
884000.0,13.9
1140000.0,13.9
1120000.0,13.9
1465000.0,13.9
910000.0,13.9
920000.0,13.9
935000.0,13.9
977000.0,13.9
1352000.0,13.9
1115000.0,13.9
780000.0,13.9
940000.0,13.9
1115000.0,13.9
1197000.0,13.9
485000.0,13.9
810000.0,13.9
1365000.0,13.9
700000.0,13.9
1698888.0,13.9
1300000.0,13.9
1400000.0,13.9
1260000.0,13.9
1150000.0,13.9
340000.0,13.9
1000000.0,13.9
1150000.0,13.9
965000.0,13.9
870000.0,13.9
1405000.0,13.9
1100000.0,13.9
1161000.0,13.9
1080000.0,13.9
1266000.0,13.9
700000.0,13.9
1325000.0,13.9
770000.0,13.9
1110000.0,13.9
380000.0,13.9
1175000.0,13.9
1200000.0,13.9
1370000.0,13.9
1433500.0,13.9
1630000.0,13.9
1360000.0,13.9
900000.0,13.9
860000.0,13.9
1216000.0,13.9
772500.0,13.9
1001000.0,13.9
715000.0,13.9
801000.0,13.9
1155000.0,13.9
882000.0,13.9
1180000.0,13.9
840000.0,13.9
710000.0,13.9
1040000.0,13.9
1550000.0,13.9
930000.0,13.9
790000.0,13.9
1040000.0,13.9
1020000.0,13.9
670000.0,13.9
1305000.0,13.9
1235000.0,13.9
800000.0,13.9
1120000.0,13.9
970000.0,13.9
787500.0,13.9
1300000.0,13.9
950000.0,13.9
1600000.0,13.9
886000.0,13.9
1210000.0,13.9
780000.0,13.9
1015000.0,13.9
1200000.0,13.9
830000.0,13.9
1241000.0,13.9
1255000.0,13.9
1025000.0,13.9
1320000.0,13.9
870000.0,13.9
1472500.0,13.9
640000.0,13.9
1160000.0,13.9
1210000.0,13.9
1306000.0,13.9
1291000.0,13.9
1620000.0,13.1
645000.0,13.1
790000.0,13.1
880000.0,13.1
1560000.0,13.1
1715000.0,13.1
1200000.0,13.1
1760000.0,13.1
288000.0,13.1
948000.0,13.1
2770000.0,13.1
1412000.0,13.1
465000.0,13.1
975000.0,13.1
1325000.0,13.1
750000.0,13.1
1400000.0,13.1
1500000.0,13.1
1600000.0,13.1
616000.0,13.1
1661000.0,13.1
1461400.0,13.1
775000.0,13.1
1506000.0,13.1
1670000.0,13.1
340000.0,13.1
4000000.0,13.1
928000.0,13.1
761000.0,13.1
636000.0,13.1
1625000.0,13.1
1430000.0,13.1
836000.0,13.1
400000.0,13.1
1170000.0,13.1
1670000.0,13.1
1750000.0,13.1
737000.0,13.1
1125000.0,13.1
1351000.0,13.1
857000.0,13.1
822500.0,13.1
560000.0,13.1
420000.0,13.1
870000.0,10.8
645000.0,10.8
502000.0,10.8
495000.0,10.8
660000.0,10.8
868000.0,10.8
645000.0,10.8
652000.0,10.8
850000.0,10.8
740000.0,10.8
570000.0,10.8
570500.0,10.8
575000.0,10.8
882000.0,10.8
730000.0,10.8
670000.0,10.8
445000.0,10.8
585000.0,10.8
826000.0,10.8
720000.0,10.8
600000.0,10.8
610000.0,10.8
610000.0,10.8
696000.0,10.8
660000.0,10.8
579000.0,10.8
856500.0,10.8
380000.0,10.8
510000.0,10.8
536000.0,10.8
765000.0,10.8
475000.0,10.8
550000.0,10.8
505000.0,10.8
495000.0,10.8
680000.0,10.8
565000.0,10.8
697500.0,10.8
1550000.0,11.2
1635000.0,11.2
1830000.0,11.2
1300000.0,11.2
3695000.0,11.2
536000.0,11.2
3700000.0,11.2
3775000.0,11.2
1975000.0,11.2
1300000.0,11.2
1390000.0,11.2
4250000.0,11.2
2905000.0,11.2
1300000.0,11.2
1725000.0,11.2
2266000.0,11.2
2910000.0,11.2
2100000.0,11.2
2700000.0,11.2
760000.0,11.2
800000.0,11.2
1750000.0,11.2
1761000.0,11.2
2600000.0,11.2
1302500.0,11.2
1900000.0,11.2
2750000.0,11.2
892500.0,11.2
2145000.0,11.2
3171000.0,11.2
2800000.0,11.2
1910000.0,11.2
1850000.0,11.2
1067000.0,11.2
1865000.0,11.2
620000.0,11.2
985000.0,11.2
1475000.0,11.2
502000.0,11.2
700000.0,11.2
2400000.0,11.2
590000.0,11.2
1650000.0,11.2
1562500.0,11.2
2050000.0,11.2
3180000.0,11.2
960000.0,11.2
752000.0,11.2
833000.0,11.2
3320000.0,11.2
2800000.0,11.2
1775000.0,11.2
1602000.0,11.2
1300000.0,11.2
1100000.0,11.2
1650000.0,11.2
1102000.0,11.2
575000.0,11.2
1570000.0,11.2
1411000.0,11.2
1500000.0,11.2
4700000.0,11.2
1785000.0,11.2
1550000.0,11.2
1875000.0,11.2
2400000.0,11.2
1266000.0,11.2
826000.0,11.2
2730000.0,11.2
900000.0,11.2
1962000.0,11.2
3295888.0,11.2
1205000.0,11.2
375000.0,11.2
756000.0,11.2
800000.0,11.2
4375000.0,11.2
1036000.0,11.2
2100000.0,11.2
1500000.0,11.2
905500.0,11.2
1811000.0,11.2
2375000.0,11.2
2275000.0,11.2
1385000.0,11.2
1601000.0,11.2
